,Unnamed: 0,frame,x,y
3194,3194,355,2047,1049
3199,3199,356,3005,1356
3200,3200,356,2164,1305
3201,3201,356,1811,1184
3202,3202,356,2047,1050
3203,3203,356,1681,910
3204,3204,356,2690,900
3205,3205,356,1534,753
3211,3211,357,1532,753
3210,3210,357,2690,901
3209,3209,357,2043,1050
3207,3207,357,2164,1305
3206,3206,357,3008,1365
3208,3208,357,1814,1183
3212,3212,358,3008,1366
3213,3213,358,2167,1304
3214,3214,358,1812,1183
3215,3215,358,2041,1051
3216,3216,358,2689,901
3217,3217,358,1531,752
3218,3218,358,1464,725
3225,3225,359,2689,900
3227,3227,359,1528,752
3228,3228,359,1463,725
3224,3224,359,1682,907
3226,3226,359,2225,851
3222,3222,359,1810,1184
3221,3221,359,1613,1226
3220,3220,359,2168,1305
3219,3219,359,3008,1368
3223,3223,359,2037,1051
3238,3238,360,1464,729
3236,3236,360,2225,855
3235,3235,360,2690,900
3234,3234,360,1682,909
3237,3237,360,1527,753
3232,3232,360,1809,1186
3231,3231,360,1613,1227
3230,3230,360,2171,1307
3229,3229,360,3009,1371
3233,3233,360,2033,1051
3247,3247,361,1464,729
3246,3246,361,1524,753
3245,3245,361,2225,855
3244,3244,361,2690,900
3242,3242,361,1808,1187
3241,3241,361,1613,1227
3240,3240,361,2174,1307
3239,3239,361,3009,1371
3243,3243,361,2032,1051
3253,3253,362,2689,899
3254,3254,362,1463,728
3251,3251,362,1806,1188
3252,3252,362,2030,1051
3249,3249,362,2175,1307
3248,3248,362,3009,1373
3250,3250,362,1613,1227
3255,3255,363,3009,1369
3256,3256,363,2176,1308
3257,3257,363,1805,1190
3258,3258,363,2031,1050
3259,3259,363,2692,900
3260,3260,363,1462,727
3266,3266,364,1461,727
3264,3264,364,2032,1051
3265,3265,364,2693,903
3262,3262,364,2176,1309
3261,3261,364,3009,1371
3263,3263,364,1804,1190
3267,3267,365,3009,1380
3268,3268,365,2182,1311
3269,3269,365,1805,1191
3270,3270,365,2033,1051
3271,3271,365,2694,903
3272,3272,365,1460,726
3277,3277,366,2226,861
3273,3273,366,3009,1380
3274,3274,366,2189,1311
3275,3275,366,1804,1191
3276,3276,366,2031,1051
3278,3278,366,1460,725
3284,3284,367,2227,861
3285,3285,367,1459,725
3283,3283,367,2031,1051
3279,3279,367,3010,1382
3281,3281,367,1798,1193
3280,3280,367,2197,1313
3282,3282,367,2875,1054
3286,3286,368,3011,1389
3287,3287,368,2156,1320
3288,3288,368,2201,1312
3289,3289,368,1796,1192
3290,3290,368,2872,1056
3291,3291,368,2031,1050
3292,3292,368,2228,862
3293,3293,368,1459,724
3300,3300,369,1458,723
3299,3299,369,2232,863
3298,3298,369,2692,900
3296,3296,369,1796,1192
3295,3295,369,2201,1313
3294,3294,369,3011,1389
3297,3297,369,2031,1051
3301,3301,370,3011,1390
3302,3302,370,2203,1314
3303,3303,370,2868,1058
3304,3304,370,2029,1051
3305,3305,370,2692,900
3306,3306,370,2232,863
3307,3307,370,1455,717
3313,3313,371,2229,860
3312,3312,371,2692,899
3311,3311,371,2029,1051
3309,3309,371,2211,1318
3308,3308,371,3011,1383
3310,3310,371,2868,1059
3314,3314,372,3011,1386
3315,3315,372,2209,1318
3316,3316,372,2868,1058
3317,3317,372,2024,1050
3318,3318,372,2692,898
3319,3319,372,2230,859
3320,3320,372,1453,712
3326,3326,373,1451,714
3325,3325,373,2224,857
3324,3324,373,2021,1050
3323,3323,373,2873,1056
3321,3321,373,3012,1387
3322,3322,373,2213,1322
3327,3327,374,3012,1389
3328,3328,374,2207,1319
3329,3329,374,2873,1056
3330,3330,374,2017,1051
3331,3331,374,2225,857
3332,3332,374,1451,713
3339,3339,375,4,4
3338,3338,375,1451,713
3336,3336,375,2016,1051
3337,3337,375,2229,858
3334,3334,375,2207,1320
3333,3333,375,3011,1392
3335,3335,375,2874,1055
3340,3340,376,3012,1399
3341,3341,376,2206,1319
3342,3342,376,2874,1055
3343,3343,376,2014,1051
3344,3344,376,2230,859
3345,3345,376,1,729
3346,3346,376,1449,713
3347,3347,376,4,4
3354,3354,377,5,6
3353,3353,377,1449,712
3352,3352,377,1,729
3350,3350,377,2001,1051
3349,3349,377,2876,1053
3348,3348,377,3013,1402
3351,3351,377,2230,859
3355,3355,378,3013,1405
3356,3356,378,2873,1058
3357,3357,378,2001,1051
3358,3358,378,2229,860
3359,3359,378,1,729
3360,3360,378,1449,710
3361,3361,378,5,6
3366,3366,379,5,5
3365,3365,379,1449,709
3363,3363,379,2233,860
3362,3362,379,2012,1051
3364,3364,379,1,729
3367,3367,380,2200,1318
3368,3368,380,2011,1052
3369,3369,380,1,729
3370,3370,380,1448,708
3371,3371,380,5,5
3377,3377,381,2011,1052
3380,3380,381,5,5
3379,3379,381,1447,707
3378,3378,381,1,729
3375,3375,381,2154,1296
3374,3374,381,2145,1298
3373,3373,381,1630,1330
3372,3372,381,3013,1408
3376,3376,381,2366,1230
3385,3385,382,1446,706
3381,3381,382,3013,1409
3382,3382,382,1630,1329
3383,3383,382,2012,1052
3384,3384,382,1,728
3388,3388,383,2012,1053
3389,3389,383,1445,704
3386,3386,383,3013,1410
3387,3387,383,1630,1328
3392,3392,384,1445,704
3390,3390,384,3013,1410
3391,3391,384,2011,1054
3393,3393,385,3013,1412
3394,3394,385,1823,1174
3395,3395,385,2010,1055
3396,3396,385,1444,704
3397,3397,386,3012,1412
3398,3398,386,2366,1232
3399,3399,386,1823,1173
3400,3400,386,2009,1055
3401,3401,386,1443,703
3406,3406,387,1443,702
3405,3405,387,2008,1056
3403,3403,387,2364,1233
3402,3402,387,3012,1413
3404,3404,387,1823,1172
3407,3407,388,2219,1329
3408,3408,388,1632,1327
3409,3409,388,2365,1232
3410,3410,388,2006,1056
3411,3411,388,2237,869
3412,3412,388,1439,699
3418,3418,389,2238,869
3419,3419,389,1439,699
3417,3417,389,2005,1056
3416,3416,389,2869,1058
3415,3415,389,1822,1171
3414,3414,389,2365,1233
3413,3413,389,2179,1316
3420,3420,390,3012,1422
3421,3421,390,2219,1328
3422,3422,390,2176,1317
3423,3423,390,1821,1171
3424,3424,390,2866,1059
3425,3425,390,2003,1059
3426,3426,390,2239,870
3427,3427,390,1439,699
3433,3433,391,1438,699
3432,3432,391,2866,1060
3431,3431,391,2003,1063
3428,3428,391,2220,1328
3429,3429,391,2396,1222
3430,3430,391,1820,1171
3439,3439,392,2235,867
3434,3434,392,2219,1329
3435,3435,392,2395,1222
3436,3436,392,1822,1171
3437,3437,392,2002,1063
3438,3438,392,2868,1058
3440,3440,392,1437,698
3445,3445,393,2002,1062
3446,3446,393,2234,867
3444,3444,393,2865,1059
3447,3447,393,1436,698
3442,3442,393,2395,1222
3441,3441,393,2219,1329
3443,3443,393,1823,1170
3448,3448,394,2175,1318
3449,3449,394,2001,1061
3450,3450,394,2242,872
3451,3451,394,1435,696
3458,3458,395,2241,868
3457,3457,395,1686,900
3456,3456,395,2001,1061
3459,3459,395,1434,694
3454,3454,395,2363,1236
3453,3453,395,2174,1318
3452,3452,395,2209,1325
3455,3455,395,1801,1189
3466,3466,396,1435,694
3464,3464,396,1686,900
3463,3463,396,2000,1061
3465,3465,396,2240,868
3461,3461,396,2174,1319
3460,3460,396,2210,1325
3462,3462,396,2363,1236
3467,3467,397,2207,1325
3468,3468,397,2363,1236
3469,3469,397,2000,1060
3470,3470,397,2242,868
3471,3471,397,1435,693
3477,3477,398,2240,866
3478,3478,398,1434,692
3476,3476,398,2000,1060
3472,3472,398,2192,1322
3474,3474,398,1801,1187
3473,3473,398,2364,1236
3475,3475,398,1818,1171
3479,3479,399,2189,1321
3480,3480,399,2394,1221
3481,3481,399,1801,1187
3482,3482,399,1818,1171
3483,3483,399,2223,860
3484,3484,399,1434,691
3489,3489,400,1434,690
3488,3488,400,2244,869
3487,3487,400,1819,1171
3485,3485,400,2188,1321
3486,3486,400,1801,1187
3490,3490,401,2181,1318
3491,3491,401,2365,1242
3492,3492,401,1800,1187
3493,3493,401,1819,1169
3494,3494,401,2899,1163
3495,3495,401,2246,870
3496,3496,401,1435,689
3503,3503,402,1435,688
3502,3502,402,2247,871
3500,3500,402,1801,1188
3501,3501,402,2900,1164
3498,3498,402,2364,1241
3497,3497,402,2180,1318
3499,3499,402,2393,1225
3504,3504,403,2202,1323
3505,3505,403,2165,1311
3506,3506,403,2362,1244
3507,3507,403,1801,1189
3508,3508,403,2237,867
3509,3509,403,1475,743
3510,3510,403,1437,688
3519,3519,404,1436,689
3518,3518,404,1476,740
3517,3517,404,2237,866
3516,3516,404,2901,1163
3515,3515,404,1801,1189
3513,3513,404,1461,1291
3512,3512,404,2165,1310
3511,3511,404,2201,1324
3514,3514,404,2363,1243
3520,3520,405,2179,1316
3521,3521,405,1462,1291
3522,3522,405,2361,1244
3523,3523,405,2901,1163
3524,3524,405,2235,867
3525,3525,405,1475,739
3526,3526,405,1438,686
3534,3534,406,1439,686
3533,3533,406,1476,738
3532,3532,406,2234,867
3531,3531,406,2394,1222
3529,3529,406,1462,1290
3528,3528,406,2164,1306
3527,3527,406,2199,1324
3530,3530,406,2360,1245
3543,3543,407,1439,685
3542,3542,407,1477,738
3541,3541,407,2236,867
3539,3539,407,2395,1223
3540,3540,407,2902,1163
3537,3537,407,1465,1289
3536,3536,407,2178,1314
3535,3535,407,2597,1366
3538,3538,407,2358,1246
3550,3550,408,2228,866
3552,3552,408,1440,682
3553,3553,408,1461,651
3551,3551,408,1476,737
3549,3549,408,2901,1164
3545,3545,408,2181,1318
3547,3547,408,2356,1248
3546,3546,408,1468,1290
3544,3544,408,2597,1366
3548,3548,408,2395,1223
3560,3560,409,2229,866
3563,3563,409,1462,651
3562,3562,409,1441,681
3561,3561,409,1476,737
3559,3559,409,2901,1164
3556,3556,409,1467,1289
3557,3557,409,2354,1248
3554,3554,409,2597,1366
3558,3558,409,2395,1223
3555,3555,409,2169,1312
3564,3564,410,2172,1315
3565,3565,410,1463,1286
3566,3566,410,2353,1249
3567,3567,410,2395,1223
3568,3568,410,2901,1164
3569,3569,410,2865,1089
3570,3570,410,2230,866
3571,3571,410,1476,737
3572,3572,410,1452,664
3578,3578,411,1456,659
3577,3577,411,1475,737
3576,3576,411,2230,866
3575,3575,411,2351,1249
3574,3574,411,1461,1287
3573,3573,411,2174,1316
3579,3579,412,2171,1314
3580,3580,412,1462,1286
3581,3581,412,2351,1250
3582,3582,412,1799,1188
3583,3583,412,2867,1091
3584,3584,412,2239,870
3585,3585,412,1453,663
3593,3593,413,1453,663
3591,3591,413,2866,1091
3590,3590,413,2901,1166
3592,3592,413,2240,871
3588,3588,413,2349,1250
3587,3587,413,1466,1289
3586,3586,413,2167,1310
3589,3589,413,1796,1189
3594,3594,414,2168,1312
3595,3595,414,2347,1250
3596,3596,414,2243,873
3597,3597,414,1474,734
3598,3598,414,1453,663
3599,3599,415,2186,1323
3600,3600,415,2156,1301
3601,3601,415,2396,1226
3602,3602,415,2244,873
3603,3603,415,1455,662
3608,3608,416,1455,662
3607,3607,416,2253,879
3605,3605,416,2901,1169
3604,3604,416,2158,1300
3606,3606,416,1822,1172
3609,3609,417,2153,1300
3610,3610,417,2396,1225
3611,3611,417,2255,880
3612,3612,417,1473,731
3613,3613,417,1457,662
3614,3614,418,2184,1323
3615,3615,418,2153,1301
3616,3616,418,2257,881
3617,3617,418,1472,730
3618,3618,418,1457,661
3624,3624,419,1470,729
3625,3625,419,1457,666
3623,3623,419,2258,883
3619,3619,419,2588,1363
3621,3621,419,2397,1225
3622,3622,419,1793,1190
3620,3620,419,1546,1296
3626,3626,420,2587,1362
3627,3627,420,2169,1317
3628,3628,420,2397,1225
3629,3629,420,1819,1174
3630,3630,420,2260,883
3631,3631,420,1470,729
3632,3632,420,1458,671
3636,3636,421,2260,882
3638,3638,421,1460,667
3637,3637,421,1469,729
3635,3635,421,1817,1176
3634,3634,421,2169,1317
3633,3633,421,2585,1360
3639,3639,422,2585,1360
3640,3640,422,2168,1317
3641,3641,422,2349,1251
3642,3642,422,1816,1176
3643,3643,422,2258,881
3644,3644,422,1468,728
3645,3645,422,1461,666
3650,3650,423,1468,728
3651,3651,423,1462,665
3649,3649,423,2259,881
3647,3647,423,2349,1253
3646,3646,423,2159,1301
3648,3648,423,1813,1178
3652,3652,424,2159,1301
3653,3653,424,2349,1253
3654,3654,424,1812,1179
3655,3655,424,2257,880
3656,3656,424,1467,728
3657,3657,424,1462,664
3661,3661,425,1464,726
3660,3660,425,2263,882
3662,3662,425,1463,661
3658,3658,425,2349,1253
3659,3659,425,1810,1180
3663,3663,426,545,1560
3664,3664,426,2872,1101
3665,3665,426,2253,877
3666,3666,426,1474,740
3667,3667,426,1464,660
3668,3668,427,545,1561
3669,3669,427,2160,1301
3671,3671,427,2252,877
3672,3672,427,1464,659
3670,3670,427,2871,1094
3677,3677,428,2871,1092
3679,3679,428,1469,649
3678,3678,428,2252,876
3675,3675,428,1812,1179
3674,3674,428,2161,1310
3673,3673,428,544,1559
3676,3676,428,2905,1171
3685,3685,429,2254,878
3684,3684,429,2872,1095
3683,3683,429,2904,1171
3686,3686,429,1470,646
3681,3681,429,2161,1311
3680,3680,429,545,1555
3682,3682,429,2469,1240
3687,3687,430,542,1557
3688,3688,430,2159,1312
3689,3689,430,2355,1249
3690,3690,430,1614,1232
3691,3691,430,1814,1180
3692,3692,430,2871,1094
3693,3693,430,2253,877
3694,3694,430,1471,645
3699,3699,431,2254,878
3698,3698,431,2872,1098
3700,3700,431,1472,643
3696,3696,431,2158,1311
3695,3695,431,540,1554
3697,3697,431,2356,1247
3701,3701,432,540,1552
3702,3702,432,2161,1311
3703,3703,432,2356,1247
3704,3704,432,1613,1233
3705,3705,432,2905,1172
3706,3706,432,2872,1097
3707,3707,432,2254,878
3708,3708,432,1474,642
3715,3715,433,1475,641
3714,3714,433,2255,878
3713,3713,433,2873,1098
3710,3710,433,2162,1312
3711,3711,433,1553,1297
3709,3709,433,538,1549
3712,3712,433,1616,1233
3716,3716,434,538,1547
3717,3717,434,2164,1311
3718,3718,434,1615,1233
3719,3719,434,2873,1100
3720,3720,434,1479,638
3725,3725,435,1823,1176
3726,3726,435,2872,1100
3724,3724,435,1613,1232
3727,3727,435,1481,638
3722,3722,435,2164,1311
3721,3721,435,536,1546
3723,3723,435,1555,1296
3738,3738,436,1483,638
3737,3737,436,1456,727
3736,3736,436,2248,877
3735,3735,436,2873,1100
3733,3733,436,1823,1177
3734,3734,436,2902,1165
3731,3731,436,1557,1295
3730,3730,436,1277,1300
3729,3729,436,536,1542
3728,3728,436,2962,1896
3732,3732,436,1614,1231
3746,3746,437,2901,1164
3750,3750,437,1466,659
3749,3749,437,1456,727
3748,3748,437,2248,877
3747,3747,437,2872,1103
3745,3745,437,1823,1177
3751,3751,437,1500,629
3743,3743,437,1279,1299
3742,3742,437,1556,1296
3741,3741,437,2163,1309
3740,3740,437,536,1541
3739,3739,437,2962,1896
3744,3744,437,1614,1231
3762,3762,438,1487,639
3760,3760,438,2249,878
3759,3759,438,2872,1104
3758,3758,438,2902,1166
3757,3757,438,1276,1298
3761,3761,438,1456,726
3755,3755,438,2164,1310
3754,3754,438,659,1396
3753,3753,438,535,1537
3752,3752,438,2962,1896
3756,3756,438,1558,1294
3773,3773,439,1489,639
3772,3772,439,2257,882
3771,3771,439,2872,1105
3770,3770,439,2905,1170
3769,3769,439,1612,1234
3767,3767,439,1558,1295
3766,3766,439,2163,1311
3765,3765,439,657,1396
3764,3764,439,535,1535
3763,3763,439,2963,1897
3768,3768,439,1275,1298
3781,3781,440,2872,1107
3783,3783,440,1490,639
3782,3782,440,2262,884
3779,3779,440,2466,1239
3780,3780,440,2905,1170
3777,3777,440,1558,1295
3776,3776,440,2162,1311
3775,3775,440,657,1397
3774,3774,440,535,1533
3778,3778,440,1274,1298
3793,3793,441,1492,639
3792,3792,441,2265,884
3790,3790,441,2905,1171
3791,3791,441,2873,1111
3789,3789,441,2467,1238
3785,3785,441,536,1530
3787,3787,441,2162,1311
3786,3786,441,657,1397
3784,3784,441,2965,1897
3788,3788,441,1270,1296
3804,3804,442,1492,640
3803,3803,442,2265,885
3802,3802,442,2875,1113
3801,3801,442,2906,1175
3800,3800,442,1799,1196
3799,3799,442,2462,1238
3798,3798,442,1268,1295
3797,3797,442,2162,1312
3796,3796,442,657,1397
3795,3795,442,535,1525
3794,3794,442,2966,1898
3815,3815,443,1495,638
3814,3814,443,2267,886
3813,3813,443,2876,1115
3812,3812,443,2907,1175
3811,3811,443,1800,1197
3805,3805,443,2966,1898
3809,3809,443,1266,1296
3808,3808,443,2167,1309
3807,3807,443,656,1398
3806,3806,443,534,1524
3810,3810,443,2463,1238
3823,3823,444,2907,1174
3826,3826,444,1498,638
3825,3825,444,2275,889
3824,3824,444,2877,1115
3822,3822,444,1802,1192
3817,3817,444,533,1521
3820,3820,444,1264,1297
3819,3819,444,2169,1309
3818,3818,444,656,1398
3816,3816,444,2966,1898
3821,3821,444,2454,1237
3838,3838,445,1512,631
3837,3837,445,1455,722
3836,3836,445,2274,887
3835,3835,445,2878,1116
3834,3834,445,2908,1176
3833,3833,445,1803,1193
3831,3831,445,1263,1297
3830,3830,445,2163,1313
3829,3829,445,656,1399
3828,3828,445,529,1508
3827,3827,445,2967,1898
3832,3832,445,2449,1233
3846,3846,446,2877,1117
3849,3849,446,1471,655
3850,3850,446,1514,632
3848,3848,446,1454,721
3847,3847,446,2274,888
3845,3845,446,2908,1178
3840,3840,446,656,1399
3843,3843,446,2445,1231
3839,3839,446,528,1500
3844,3844,446,1803,1199
3842,3842,446,1263,1296
3841,3841,446,2162,1317
3863,3863,447,1516,633
3862,3862,447,1471,656
3861,3861,447,1454,721
3860,3860,447,2275,887
3859,3859,447,2879,1124
3858,3858,447,2909,1179
3855,3855,447,1271,1297
3854,3854,447,2150,1324
3853,3853,447,656,1399
3852,3852,447,526,1494
3851,3851,447,2967,1897
3856,3856,447,2445,1230
3857,3857,447,1803,1200
3870,3870,448,2879,1125
3874,3874,448,1519,633
3873,3873,448,1471,658
3872,3872,448,1453,722
3871,3871,448,2269,884
3868,3868,448,2439,1227
3867,3867,448,1269,1296
3866,3866,448,653,1402
3865,3865,448,524,1490
3864,3864,448,2967,1896
3869,3869,448,2909,1178
3886,3886,449,1521,634
3885,3885,449,1470,658
3884,3884,449,1461,729
3883,3883,449,2277,887
3882,3882,449,2879,1128
3881,3881,449,2911,1182
3880,3880,449,1802,1192
3878,3878,449,1268,1296
3877,3877,449,653,1403
3876,3876,449,522,1483
3875,3875,449,2967,1896
3879,3879,449,2445,1231
3898,3898,450,1527,635
3897,3897,450,1470,659
3896,3896,450,1460,728
3895,3895,450,2277,885
3893,3893,450,2912,1183
3894,3894,450,2882,1131
3891,3891,450,2443,1229
3890,3890,450,1262,1295
3889,3889,450,2151,1321
3888,3888,450,519,1476
3887,3887,450,2967,1895
3892,3892,450,1802,1192
3910,3910,451,1530,636
3909,3909,451,1470,659
3908,3908,451,1460,727
3907,3907,451,2278,886
3906,3906,451,2882,1132
3905,3905,451,2914,1185
3904,3904,451,1801,1195
3903,3903,451,2442,1229
3902,3902,451,1260,1296
3901,3901,451,2152,1321
3900,3900,451,519,1476
3899,3899,451,2968,1894
3922,3922,452,1532,637
3921,3921,452,1458,725
3920,3920,452,2266,883
3919,3919,452,2881,1132
3918,3918,452,2914,1184
3917,3917,452,1800,1197
3915,3915,452,1626,1228
3914,3914,452,1256,1296
3913,3913,452,2181,1318
3912,3912,452,517,1466
3911,3911,452,2969,1896
3916,3916,452,2440,1228
3929,3929,453,2438,1227
3936,3936,453,1535,637
3935,3935,453,1458,725
3934,3934,453,2256,882
3933,3933,453,2283,885
3932,3932,453,2882,1133
3931,3931,453,2915,1184
3927,3927,453,1250,1298
3928,3928,453,1626,1228
3926,3926,453,2181,1319
3925,3925,453,1622,1325
3924,3924,453,515,1458
3923,3923,453,2969,1892
3930,3930,453,1798,1195
3949,3949,454,1537,638
3946,3946,454,2284,886
3944,3944,454,2914,1184
3948,3948,454,1463,732
3947,3947,454,2258,883
3943,3943,454,1800,1197
3945,3945,454,2883,1135
3941,3941,454,1626,1227
3940,3940,454,1246,1298
3939,3939,454,2181,1319
3938,3938,454,1622,1325
3937,3937,454,513,1452
3942,3942,454,2437,1226
3960,3960,455,1540,638
3959,3959,455,1462,732
3958,3958,455,2258,883
3957,3957,455,2883,1135
3956,3956,455,2915,1185
3955,3955,455,1800,1198
3954,3954,455,2436,1226
3953,3953,455,1240,1297
3952,3952,455,1622,1324
3951,3951,455,2181,1319
3950,3950,455,508,1439
3972,3972,456,1461,733
3973,3973,456,1543,638
3970,3970,456,2883,1136
3969,3969,456,2915,1186
3968,3968,456,1801,1198
3967,3967,456,2434,1225
3971,3971,456,2258,884
3965,3965,456,1622,1323
3964,3964,456,2181,1320
3963,3963,456,505,1428
3962,3962,456,3001,1432
3961,3961,456,2354,1442
3966,3966,456,1237,1297
3984,3984,457,1547,639
3982,3982,457,2884,1140
3981,3981,457,2918,1190
3980,3980,457,1802,1197
3979,3979,457,2430,1223
3983,3983,457,1461,733
3977,3977,457,1622,1323
3976,3976,457,505,1427
3975,3975,457,3000,1433
3974,3974,457,2354,1442
3978,3978,457,1232,1294
3994,3994,458,1549,639
3993,3993,458,1462,733
3992,3992,458,2885,1140
3991,3991,458,2920,1192
3990,3990,458,1802,1197
3989,3989,458,2428,1222
3987,3987,458,503,1418
3986,3986,458,3002,1434
3985,3985,458,2357,1443
3988,3988,458,1232,1294
4000,4000,459,2922,1195
4003,4003,459,1550,639
4001,4001,459,2885,1142
3999,3999,459,1801,1198
4002,4002,459,1462,733
3997,3997,459,1231,1295
3996,3996,459,502,1413
3995,3995,459,3000,1434
3998,3998,459,2427,1222
4012,4012,460,1553,640
4010,4010,460,2885,1142
4011,4011,460,1461,734
4009,4009,460,1808,1190
4004,4004,460,3000,1434
4007,4007,460,2427,1222
4006,4006,460,1227,1294
4005,4005,460,499,1405
4008,4008,460,2922,1197
4022,4022,461,1554,640
4021,4021,461,1459,734
4020,4020,461,2889,1146
4019,4019,461,1809,1189
4018,4018,461,2925,1200
4016,4016,461,1223,1294
4015,4015,461,1623,1316
4014,4014,461,497,1398
4013,4013,461,3000,1434
4017,4017,461,2425,1223
4029,4029,462,2924,1198
4032,4032,462,1557,640
4031,4031,462,2891,1147
4030,4030,462,1809,1190
4028,4028,462,2424,1223
4023,4023,462,3000,1437
4026,4026,462,1623,1317
4025,4025,462,495,1391
4024,4024,462,643,1418
4027,4027,462,1219,1293
4039,4039,463,2926,1201
4042,4042,463,1560,641
4041,4041,463,2889,1146
4040,4040,463,1809,1190
4038,4038,463,2424,1223
4034,4034,463,643,1418
4036,4036,463,1624,1316
4035,4035,463,494,1386
4033,4033,463,3000,1438
4037,4037,463,1217,1294
4054,4054,464,1562,640
4053,4053,464,2889,1146
4052,4052,464,1809,1190
4051,4051,464,2925,1202
4050,4050,464,2423,1221
4049,4049,464,1210,1296
4047,4047,464,1624,1315
4046,4046,464,491,1375
4045,4045,464,643,1418
4044,4044,464,2999,1439
4043,4043,464,2993,1524
4048,4048,464,1553,1300
4061,4061,465,2422,1222
4065,4065,465,1559,641
4063,4063,465,1809,1191
4062,4062,465,2926,1204
4060,4060,465,1204,1298
4064,4064,465,2889,1145
4058,4058,465,486,1362
4057,4057,465,643,1419
4056,4056,465,2999,1437
4059,4059,465,1625,1311
4055,4055,465,2992,1522
4078,4078,466,1567,640
4077,4077,466,1469,656
4076,4076,466,2888,1146
4075,4075,466,1811,1183
4074,4074,466,2929,1207
4073,4073,466,2423,1220
4072,4072,466,1201,1300
4071,4071,466,1625,1309
4070,4070,466,485,1356
4069,4069,466,643,1419
4068,4068,466,3000,1437
4067,4067,466,2360,1446
4066,4066,466,2992,1522
4089,4089,467,1469,656
4088,4088,467,2888,1145
4087,4087,467,2933,1212
4086,4086,467,2414,1222
4085,4085,467,1198,1302
4090,4090,467,1570,641
4083,4083,467,483,1348
4082,4082,467,643,1419
4081,4081,467,3001,1438
4080,4080,467,2360,1447
4079,4079,467,2992,1522
4084,4084,467,1625,1311
4101,4101,468,1469,656
4100,4100,468,2889,1147
4099,4099,468,2935,1215
4098,4098,468,2408,1222
4097,4097,468,1197,1302
4102,4102,468,1573,641
4095,4095,468,479,1337
4094,4094,468,643,1419
4093,4093,468,3001,1440
4092,4092,468,2360,1448
4091,4091,468,2992,1522
4096,4096,468,1626,1310
4113,4113,469,1577,641
4112,4112,469,2888,1149
4111,4111,469,1805,1192
4110,4110,469,2936,1216
4109,4109,469,2406,1222
4108,4108,469,1194,1304
4106,4106,469,477,1331
4105,4105,469,643,1420
4104,4104,469,3000,1441
4103,4103,469,2360,1448
4107,4107,469,1627,1310
4121,4121,470,2411,1223
4125,4125,470,1581,642
4124,4124,470,2888,1148
4123,4123,470,1805,1193
4122,4122,470,2936,1217
4120,4120,470,474,1320
4116,4116,470,642,1421
4118,4118,470,1555,1301
4117,4117,470,1627,1309
4119,4119,470,1192,1304
4115,4115,470,3000,1442
4114,4114,470,2360,1449
4137,4137,471,1583,642
4136,4136,471,2893,1155
4135,4135,471,1806,1191
4134,4134,471,2937,1218
4133,4133,471,2404,1223
4132,4132,471,472,1313
4131,4131,471,1191,1305
4130,4130,471,1554,1300
4129,4129,471,1628,1308
4128,4128,471,641,1423
4127,4127,471,3001,1443
4126,4126,471,2360,1450
4149,4149,472,1584,642
4147,4147,472,1808,1189
4146,4146,472,2939,1219
4145,4145,472,2406,1224
4144,4144,472,470,1303
4148,4148,472,2897,1157
4142,4142,472,1554,1300
4141,4141,472,1189,1305
4140,4140,472,1629,1308
4139,4139,472,3000,1444
4138,4138,472,2359,1450
4143,4143,472,1470,1290
4161,4161,473,1586,642
4159,4159,473,1809,1190
4158,4158,473,2940,1221
4157,4157,473,2408,1222
4156,4156,473,470,1299
4160,4160,473,2898,1157
4154,4154,473,1188,1306
4153,4153,473,1630,1307
4152,4152,473,641,1423
4151,4151,473,635,1430
4150,4150,473,3000,1445
4155,4155,473,1467,1291
4171,4171,474,1589,642
4170,4170,474,1810,1190
4169,4169,474,2941,1223
4168,4168,474,2403,1222
4167,4167,474,468,1293
4166,4166,474,1466,1292
4164,4164,474,1631,1307
4163,4163,474,639,1427
4162,4162,474,3000,1449
4165,4165,474,1187,1306
4178,4178,475,2943,1224
4181,4181,475,1590,641
4180,4180,475,2902,1163
4179,4179,475,1809,1191
4177,4177,475,2955,1249
4172,4172,475,3000,1450
4175,4175,475,1465,1291
4174,4174,475,1185,1307
4173,4173,475,1631,1307
4176,4176,475,468,1292
4191,4191,476,1591,642
4190,4190,476,2901,1162
4189,4189,476,1809,1189
4188,4188,476,2399,1225
4187,4187,476,2945,1228
4186,4186,476,467,1286
4185,4185,476,1465,1291
4184,4184,476,1183,1308
4183,4183,476,1630,1308
4182,4182,476,3000,1451
4200,4200,477,2901,1162
4199,4199,477,1810,1190
4198,4198,477,2398,1227
4197,4197,477,2947,1229
4201,4201,477,1592,642
4195,4195,477,1465,1291
4194,4194,477,1632,1306
4193,4193,477,1180,1310
4192,4192,477,3000,1455
4196,4196,477,464,1280
4211,4211,478,1593,641
4209,4209,478,1805,1195
4208,4208,478,2399,1228
4207,4207,478,2948,1232
4210,4210,478,2902,1163
4205,4205,478,1465,1291
4204,4204,478,1179,1311
4203,4203,478,1632,1306
4202,4202,478,3000,1456
4206,4206,478,464,1278
4220,4220,479,1593,641
4219,4219,479,2901,1161
4218,4218,479,1806,1201
4217,4217,479,2947,1231
4215,4215,479,463,1273
4214,4214,479,1465,1291
4213,4213,479,1176,1312
4212,4212,479,3000,1458
4216,4216,479,2398,1228
4226,4226,480,2947,1232
4228,4228,480,2903,1162
4229,4229,480,1594,641
